Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short,Number
Destiny McKenzie,Fr.,OH,5-10,"Fairburn, GA",Landmark,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,22
Auma Mbeche-Odhiambo,Fr.,OH,5-7,"Houston, TX",Bellaire,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,3
Paige Chmura,Fr.,OH,6-2,"Rogers, MN",Rogers,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,4
Olivia Brewster,Fr.,MB,6-0,"San Rafael, CA",Terra Linda,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,14
Carson Grace Toomer,Sr.,L,5-4,"Wilmington, NC",Eugene Ashley,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,7
Ally Feczko,So.,OH,5-10,"Wexford, PA",North Catholic,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,8
Natasha Zorbas,Sr.,MB,5-11,"Perth, Australia",The Woodlands (Texas),342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,13
Nina Kernan,Sr.,OPP,6-0,"McLean, VA",Langley,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,27
Hannah Ehrich-Pollock,Jr.,MB,5-11,"Palm Beach Gardens, FL",Dreyfoos School of the Arts,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,15
Mackenzie Calhoun,Fr.,S,5-9,"Ellicott City, MD",River Hill,342,Lafayette College,838.0,Patriot League,www.lafayette.edu,www.goleopards.com,PA,D-I,2024-25,Lafayette,Patriot,5
Emily Moon,So.,OH,6-2,"San Antonio, TX",St. John Paul Catholic HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,6
Sydnee Griffen,So.,OH,6-0,"McKinney, TX",McKinney HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,30
Jo Moffitt,So.,S,5-9,"Amarillo, TX",Amarillo HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,11
Christina Dauster,So.,MB,6-2,"Blue Ridge, TX",Blue Ridge HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,7
Taisha Rhone,So.,OH,6-0,"Dallas, TX",Woodrow Wilson HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,21
Lyric Jordan,So.,OH,6-2,"Manvel, TX",Manvel HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,22
Freedom Stephenson,Sr.,L,5-4,"Santa Fe, TX",Sante Fe HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,20
Annie Cathey,Fr.,MB,6-1,"Houston, TX",Clear Lake HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,10
Alexa Gonzalez,Fr.,S,5-8,"Houston, TX",Dobie HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,3
Maja Malinowska,Fr.,OH,6-0,"Wloclawek, Poland",Stezyca Secondary School,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,17
Lauren Tishkoff,Sr.,OH,6-2,"Culver City, CA",Culver City HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,18
Mauriana Rayford,Fr.,OH,5-10,"Temecula, CA",Chaparral HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,23
Addison Stanley,Fr.,L,5-2,"Dickinson, TX",Dickinson HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,4
Hailey McEllrath,Fr.,MB,6-0,"Ridgefield, WA",Ridgefield HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,9
Keeley Nellis,Fr.,L,5-3,"Mt Pleasant, SC",Oceanside Collegiate Academy,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,14
Ashlyn Gamble,Fr.,MB,5-10,"Alabaster, AL",Thompson HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,16
Monique Gonzalez,So.,L,5-1,"Corpus Christi, TX",Calallen HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,1
Jordan Gipson,So.,OH,5-10,"Baytown, TX",Sterling HS,346,Lamar University,914.0,Southland Conference,www.lamar.edu,www.lamarcardinals.com,TX,D-I,2024-25,Lamar University,Southland,15
Madison McCartney,Jr.,MB,6-0,"Arlington, VA",Yorktown,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,10
Megan Schulte,Sr.,OH,6-2,"Boise, ID",Timberline,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,22
Natalie Luscomb,Jr.,RS,6-0,"Annapolis, MD",Broadneck,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,21
Abby Felkai,So.,S,5-9,"Dawsonville, GA",Dawson County,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,20
Olivia Lasee,So.,MB,6-2,"Appleton, WI",Appleton North,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,8
Drew Brown,Jr.,OH,5-10,"Charlotte, NC",Gaston Day School,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,1
Kyleigh Brown,Sr.,L/DS,5-6,"Bethlehem, PA",Bethlehem Catholic,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,15
Ufuoma Omene,So.,RS,5-11,"South Holland, IL",Marist,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,14
Jaidyn Garcia,So.,RS,6-0,"Acworth, GA",North Cobb,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,6
Arden Below,Jr.,S,6-0,"Springfield, MO",Springfield Central,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,4
Dakota Arnette,Fr.,OH,5-11,"Boynton Beach, FL",Westminster Academy,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,2
Kamryn Utley,Fr.,S,5-8,"Indianapolis, IN",Cathedral,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,7
Sophia Bond,Fr.,L/DS,5-6,"Olathe, KS",St. Thomas Aquinas,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,5
Molly Thompson,So.,L/DS,5-4,"Boalsburg, PA",State College Area,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,19
Makena Smith,Sr.,S,6-0,"Annapolis, MD",Broadneck,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,9
Emily Stewart,Sr.,MB,6-2,"Fort Myers, FL",Fort Myers,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,16
Alysia Fingall,So.,OH,5-10,"Panama City, FL",Mosely,352,Lehigh University,838.0,Patriot League,www.lehigh.edu,www.lehighsports.com,PA,D-I,2024-25,Lehigh,Patriot,18
Kate Gammer,Sr.,OH,6-0,"Encinitas, CA",Sante Fe Christian,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,6
Madison Blane,Sr.,MB,6-2,"Montgomery, TX",Lake Creek,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,23
Charli Morris,So.,S,6-3,"Lugoff, SC",Lugoff-Elgin,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,15
Kamryn Bacus,Sr.,OH,6-0,"Edmond, OK",Edmond North,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,10
Erica Lowery,Sr.,L/DS,5-6,"Cypress, TX",Langham Creek,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,1
Jenna Otts,So.,OH,6-1,"Saint Johns, FL",Bartram Trail,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,8
Autumn Flowers,Sr.,MB,6-1,"Atlanta, GA",Sandy Creek,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,11
Elizabeth Helmich,Sr.,RS,6-2,"Plymouth, MN",Wayzata,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,7
Carly O'Brien,Fr.,OH,5-9,"Pauline, SC",Dorman,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,2
Aubrey Acheson,Fr.,L/DS,5-5,"Georgetown, TX",Brentwood Christian,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,9
Amelia Tomlinson,Fr.,L/DS,5-8,"Waynesboro, VA",Western Albemarle,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,12
Charli Crowson,Fr.,S,6-1,"College Station, TX",Brenham,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,16
Brooke Crummel,Fr.,MB,6-3,"Cumming, GA",West Forsyth,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,24
Paige Overcash,Fr.,OH,6-1,"West Jefferson, NC",Ashe County,355,Liberty University,24312.0,Conference USA,www.liberty.edu,www.LibertyFlames.com,VA,D-I,2024-25,Liberty,CUSA,25
Ninah Miranda,So.,OH,5-11,"Lebanon, OH",Lebanon HS,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,6
Jada DiVita,Jr.,OH,6-0,"Grosse Pointe Farms, MI",Grosse Pointe South HS,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,12
Courtney Jones,Jr.,OH,5-11,"Terre Haute, IN",Terre Haute South Vigo,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,2
Berkley Mischler,Jr.,MB,6-1,"Appleton, WI",Appleton North HS,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,9
Addi Pelham,Sr.,RS,6-1,"Lenexa, KS",Maranatha Christian Academy,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,7
Cora ter Kuile,Sr.,OH,6-1,"Dallas, TX",Bellevue Christian HS,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,0
Sophia Hudepohl,Jr.,S,5-8,"Cincinnati, OH",Saint Ursula Academy,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,5
Ella McAllister,So.,L/DS,5-6,"Marshall, MI",Marshall HS,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,1
Libby Steinhart,Sr.,L/DS,5-7,"Mt. Vernon, IN",Mt. Vernon HS,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,4
Jade Zaleski,Sr.,DS,5-10,"Brentwood, TN",Father Ryan HS,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,17
Luca Bredenberg,Fr.,DS,5-7,"Chanhassen, MN",Southwest Christian,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,8
Karlie McNabb,Sr.,OH,5-9,"Sun Prairie, WI",Sun Prairie,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,14
Meg Mersman,Sr.,MB,6-2,"Greenback, TN",Maryville HS,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,3
Kelsey Schenck,Fr.,S,5-11,"Overland Park, KS",Saint Thomas Aquinas,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,10
Brooklyn Fuchs,So.,MB,6-2,"Lincoln, NE",Lincoln East HS,28600,Lipscomb University,920.0,Atlantic Sun Conference,www.lipscomb.edu,www.lipscombsports.com,TN,D-I,2024-25,Lipscomb,ASUN,11
Jenna Giambi,Sr.,L/DS,5-5,"Upland, CA",Upland HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,23
Grace O'Reilly,Fr.,OPP,6-1,"Springfield, MO",Springfield Catholic HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,40
Elise Agi,Sr.,OH,5-11,"San Francisco, CA",University HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,24
Tatum Hoff,Jr.,OH,5-10,"Laguna Niguel, CA",Dana Hills HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,19
Milani Lee,So.,S,5-10,"Santa Clarita, CA",Saugus HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,12
Jaida Harris,Fr.,OH,6-2,"Las Vegas, NV",Lake Mead Christian Academy,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,30
Ella Lomigora,So.,MB,6-2,"Tempe, AZ",Corona Del Sol HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,25
Jaylen Jordan,Jr.,OH,5-11,"Tarzana, CA",Sierra Canyon HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,4
Sarah Vellucci,Fr.,L,6-0,"Novi, MI",Novi HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,22
Livi Narancich,So.,OH,6-1,"San Marcos, CA",San Marcos HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,20
Natalie Glenn,Sr.,OH,5-10,"Southlake, TX",Carroll HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,83
Savana Chacon,Sr.,DS,5-8,"Crown Point, IN",Crown Point HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,10
Kamryn Santi,Fr.,DS,5-4,"Chino Hills, CA",Chino Hills HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,18
Madi Maxwell,Fr.,S,6-2,"Newhall, CA",Newhall HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,16
Madi Collins,Fr.,S,5-6,"Hermosa Beach, CA",Redondo Union HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,63
Kailia Lopez,Sr.,OH,5-9,"Torrance, CA",South HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,15
Zayna Meyer,Jr.,S,6-1,"Wheaton, IL",Wheaton Warrenville South HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,1
Maura Hayes,Jr.,RS,6-2,"Dana Point, CA",Dana Hills HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,28
Taliah Lee,Fr.,OH,5-11,"Provo, UT",Timpview HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,3
Kameron Bacon,Sr.,MB,6-4,"Fontana, CA",Rancho Cucamonga HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,6
Abby Karich,Sr.,OH,6-0,"Surfside, CA",Los Alamitos HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,0
Rhiann Sheffie,Jr.,MB,6-1,"Los Angeles, CA",Marymount HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,11
Preslie Yates,Fr.,MB,6-1,"Berkeley, CA",Berkeley HS,99,Long Beach State University,904.0,Big West Conference,www.csulb.edu,longbeachstate.com,CA,D-I,2024-25,Long Beach St.,Big West,9
Celine Mukura,Sr.,OPP,6-5,"Kicukiro, Rwanda",Layton Christian Academy (Utah),361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,15
Cristal Paulino Rubel,Sr.,MH,6-0,"San Juan, Puerto Rico",Hudson Catholic Regional,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,14
Camelia Melendez,Sr.,OH,5-11,"Caguas, Puerto Rico",Catolico Notre Dame,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,19
Selina Koc,Jr.,S,5-11,"Izmir, Turkey",Gelisim,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,12
Sibana Gonzalez,So.,OH,5-10,"Princeton Junction, NJ",West Windsor-Plainsboro South,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,10
Alasha Colon,Sr.,L,5-6,"Carolina, Puerto Rico",Academia Pesbiteriana,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,3
Indira Benitez,So.,OPP,5-11,"Carolina, Puerto Rico",Saint Francis School,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,1
Iremnur Elmas,Jr.,OH,6-0,"Istanbul, Turkey",Anabilim,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,17
Paola De Chavarria,Fr.,S,6-0,"Palma, Spain",Monteverde Academy,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,7
Angeliki Benezi,Fr.,S,5-8,"Athens, Greece",Dimosthenio Lyceum of Peania,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,16
Katelyn Heitert,Fr.,L/DS,5-7,"Saint Louis, MO",Marquette,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,11
Mia Rojas-Avila,Fr.,OH,5-11,"Cedar Park, TX",Vandegrift,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,22
Amar'e Stout,Fr.,OH,6-0,"Las Cruces, NM",Las Cruces,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,23
Sara Garcia,Fr.,MH,6-1,"Winchester, IL",Chaparral,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,24
Airyanna Kline,Fr.,MH,6-3,"Sinking Spring, PA",Wilson,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,25
Reese Teves,Fr.,L/DS,5-7,"Waipahu, HI",Punahou,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,27
Joanna Castro,Fr.,L/DS,5-11,"Belo Horizonte, Brazil",Colegio Mangabeiras,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,6
Miabella Musignac,Fr.,OH,5-7,"San Juan, Puerto Rico",Colegio Adianez,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,8
Bella Correia,Fr.,OH,6-1,"Sao Paulo, Brazil",Colegio Marista Gloria,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,13
Monyay Crowder,Fr.,MH,6-0,"Indianapolis, IN",Pike,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,26
Bria Plante,Sr.,MH,6-4,"Alpharetta, GA",Alpharetta,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,31
Neela Feliberty,Fr.,L/DS,5-2,"Vega Baja, Puerto Rico",Colegio Adianez,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,2
Carla Santiago,So.,OH,5-10,"Ponce, Puerto Rico",Sagrado Corazon de Jesus,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,21
Jordan MacDonald,Sr.,OH,5-10,"Portage, MI",Portage Central,361,Long Island University,846.0,Northeast Conference,liu.edu,www.liuathletics.com,NY,D-I,2024-25,LIU,NEC,9
