Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short,Number
Izzy Denton,Jr.,L/DS,5-3,"Panama City, FL",Katy HS,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,7
Mikayla Buhr,Fr.,L/DS,5-6,"Terrell, TX",Poetry Community Christian,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,9
Jada Whittal,So.,OH,5-10,"Ottawa, Canada",Oxford HS,30013,Lee University,858.0,Gulf South Conference,www.leeuniversity.edu/,www.leeuflames.com,TN,D-II,2024-25,Lee,Gulf South,19
Addyson Morgan,Jr.,S,6-1,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,11
Karlee Mainor,So.,S,5-11,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,22
Nina Vallesi,Sr.,OH,5-11,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,7
Nicole Osborne,So.,OH,6-0,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,16
Rebecca Ryan,Jr.,MH,5-10,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,6
Patrycja Rykala,Sr.,OH,5-11,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,18
Clara Duarte,Jr.,MH,6-2,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,9
Kaley Mabry,Fr.,OH,5-11,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,15
Layla Reinbolt,Fr.,MH,6-1,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,17
Peyton Volk-Tuller,Fr.,OPP,6-4,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,21
Brooke Ashkenase,Fr.,DS,5-5,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,24
Destiny Holley,Sr.,MH,6-0,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,2
Emma Summerfield,Jr.,L/DS,5-7,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,4
Ella Young,Fr.,S,5-9,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,13
Anna Scaldara,Fr.,MH,6-1,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,20
Sydney Stigler,Jr.,OH,5-9,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,1
Hailey Gilreath,Sr.,OH,5-10,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,10
Cami Chesler,Sr.,DS,5-9,,,13302,Lees-McRae College,4423.0,Conference Carolinas,www.lmc.edu,lmcbobcats.com,NC,D-II,2024-25,Lees-McRae,Conference Carolinas,14
Teairah Greene,So.,OH,5-8,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,14
Zariah Robinson,So.,MB,5-9,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,2
Kyndall Stewart,So.,DS,-,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,6
Sy'Raia Sandifer,Sr.,OH,5-9,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,13
Madison Stepter,Sr.,MB,5-10,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,9
Kaylin Bowler,So.,MB,5-4,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,5
M'Jai Watkins,Fr.,MB,-,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,12
Sukiya Jones,---,DS,5-3,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,4
Kilitta Sowell,---,,-,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,27
Amaya Linden,So.,MB,5-11,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,11
Latissia Porter,---,L/DS,-,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,7
Jadyn Harris,So.,S,5-7,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,3
Honesty Campbell,Sr.,DS,5-3,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,1
Ay’Sia Smith,So.,MB,6-1,,,350,LeMoyne-Owen College,913.0,Southern Intercol. Ath. Conf.,www.loc.edu,athletics.loc.edu/,TN,D-II,2024-25,LeMoyne-Owen,SIAC,15
Kayli Cleaver,Jr.,OH,6-4,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,13
Ella Wimsatt,Fr.,DS,5-7,"Hurdle Mills, NC",Orange HS,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,2
Cheyenne Patrick,Sr.,MH,6-0,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,23
Sydney Karjala,So.,S,5-8,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,14
Averie Dale,So.,MB,6-1,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,11
Emmaleigh Allen,Jr.,OH,5-11,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,3
Lyndsie Warren,Jr.,L/DS,5-3,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,1
Adair Rodemaker,Jr.,OH,5-11,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,18
Kiley Redfern,So.,RS,6-1,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,9
Leah Hinceman,So.,OH,6-1,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,6
Taylor Osborne,Sr.,OH,5-10,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,26
Jenna Vogen,Sr.,OH,5-11,"Canonsburg, PA",,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,7
Brooklyn Stanbery,Fr.,OH,5-8,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,20
Hallie Brown,So.,MB,6-2,"Goldsboro, NC",Goldsboro HS,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,22
Brooke Aeschliman,Fr.,OH,5-10,"Mooresville, NC",South Iredell HS,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,5
Kathy Peter,Sr.,MB,6-2,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,24
Adriana Lane,So.,DS,5-4,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,21
Rachel Wildermuth,Sr.,S,5-11,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,4
Kendall Keaton,So.,MB,6-1,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,19
Aasia McNeill,Sr.,OH,5-7,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,8
Ella Scott,Fr.,S,5-10,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,12
Hadley Prince,Jr.,DS,5-7,,,1170,Lenoir-Rhyne University,12850.0,South Atlantic Conference,www.LR.edu,www.lrbears.com,NC,D-II,2024-25,Lenoir-Rhyne,SAC,25
Gracie Schultz,Sr.,MH,6-2,"Minonk, IL",Illinois Central College,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,18
Sarah Newberry,So.,MH,6-0,"Fairfield, OH",Stephen T Badin,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,13
Rachel Kaczorowski,So.,S,5-9,"Carpentersville, IL",Harry D. Jacobs,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,27
Lauren Buxton,So.,OH,6-1,"Springfield, IL",Pleasant Plains,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,6
Emma O'Neill,Jr.,MH,6-0,"Papillion, NE",Papillion La Vista South,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,10
Keegan Carey,Jr.,RS,5-10,"Orland Park, IL",Carl Sandburg,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,4
Avery Holubar,Jr.,OH,5-10,"Bargersville, IN",Center Grove,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,5
Olivia Opstad,So.,S,5-9,"Bloomington, IL",Thomas Jefferson,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,43
Marin Grossman,Fr.,OH,5-10,"Hortonville, WI",Hortonville,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,1
Reese Renfrow,Fr.,OH,5-7,"Prosper, TX",Prosper,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,8
Lily King,So.,S,5-5,"Channahon, IL",Kent State,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,7
Natalie Stefanski,Sr.,OH,5-11,"Plainfield, IL",Joliet West,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,9
Ella Skogman,Fr.,MH,6-2,"Waukesha, WI",Waukesha West,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,42
Hannah Alvey,Sr.,OH,6-1,"Mapleton, IL",Illinois Central College,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,20
Mallory Januski,Sr.,MH,6-2,"Bourbonnais, IL",Valporaiso,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,23
Bella Ray,Sr.,MH,6-2,"Plainfield, IL",Joliet Catholic,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,14
Ally Hickey,Sr.,L,5-6,"Granger, IN",Penn,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,2
Chloe Fornetti,Jr.,L,5-6,"Caledonia, MI",East Kentwood,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,3
Elena Gubera,So.,L,5-7,"Jamestown, IN",Western Boone,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,22
Mya Bajramovic,Jr.,MH,5-11,"Cary, IL",West Virginia Wesleyan,354,Lewis University,855.0,Great Lakes Valley Conference,www.lewisu.edu,www.lewisflyers.com,IL,D-II,2024-25,Lewis,GLVC,12
Alexis Johnson,Sr.,OH,5-6,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,14
Kamden Dalton,Jr.,S,5-3,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,12
Calie Covey,Jr.,OH,5-9,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,16
Hallie Rainwater,Jr.,OH,5-9,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,13
Aimee Loj,Jr.,MB,5-10,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,4
Emily Cole,Sr.,OH,5-11,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,7
Elena Hansen,So.,OH,5-9,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,24
Jenna Szabelski,Sr.,S,5-5,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,10
Rylee Stookey,So.,OPP,6-0,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,3
Ella Hudock,Jr.,S,5-10,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,6
Mariya Montgomery,So.,MB,6-1,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,17
Kellyn French,Fr.,L/DS,5-9,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,23
Maelyn Thomas,Fr.,OH,5-9,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,5
Jana Price,Fr.,OH,5-8,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,2
Emma Greenier,Fr.,S,5-9,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,8
Sarah Konovodoff,Sr.,L/DS,5-5,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,20
Mia McMillen,Jr.,OH,5-10,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,1
Maddy Duelley,So.,L,5-3,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,11
Abi Miller,So.,OH,5-8,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,21
Tatum Riddle,Jr.,OH,5-11,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,19
Chloe Ratliff,Jr.,MB,6-1,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,22
Josie Curran,Sr.,RS,6-0,,,1174,Limestone University,12850.0,South Atlantic Conference,www.limestone.edu/,golimestonesaints.com/,SC,D-II,2024-25,Limestone,SAC,15
Sydney Laye,So.,DS,5-10,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,8
Megan Maier,So.,OH,5-9,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,13
Katherine Bedel,Sr.,MB,5-10,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,12
Braylynn Humphrey,Fr.,L,5-5,"Downs, IL",,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,1
Maddie Steele,Sr.,L,5-7,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,7
Karlee Plozay,Fr.,OH,6-1,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,9
Gracen Klima,Fr.,OH,5-9,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,15
Lauren Jacob,Fr.,L,5-8,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,6
Reagan Wilkerson,Fr.,S,5-8,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,10
Carley Raleigh,So.,S,5-8,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,23
Nikolina Kojic,Jr.,OH,5-10,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,11
Kristen Moehring,Sr.,OPP,6-0,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,21
Josibeth Capellan,Jr.,MB,5-11,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,5
Riley Lockhart,Fr.,L,5-10,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,22
Alexia McGee,Fr.,OH,5-10,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,16
Jayla Collins,Fr.,MB,5-9,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,20
Lauren Pickett,So.,S,5-8,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,4
Agata Bogdanska,Sr.,MB,6-2,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,18
Abigail Kesler,Jr.,OPP,5-11,,,1176,Lincoln Memorial University,12850.0,South Atlantic Conference,www.lmunet.edu/,www.lmurailsplitters.com,TN,D-II,2024-25,Lincoln Memorial,SAC,3
Laila Newborn,Jr.,MB,5-10,,,357,Lincoln University (Pennsylvania),832.0,Central Intercollegiate Athletic Association,www.lincoln.edu,www.lulions.com,PA,D-II,2024-25,Lincoln (PA),CIAA,5
Janaa Smith,Jr.,RS,5-11,,,357,Lincoln University (Pennsylvania),832.0,Central Intercollegiate Athletic Association,www.lincoln.edu,www.lulions.com,PA,D-II,2024-25,Lincoln (PA),CIAA,12
Erinn Taylor,Sr.,OH,5-10,,,357,Lincoln University (Pennsylvania),832.0,Central Intercollegiate Athletic Association,www.lincoln.edu,www.lulions.com,PA,D-II,2024-25,Lincoln (PA),CIAA,43
Haley Loper,Sr.,OH,5-9,,,357,Lincoln University (Pennsylvania),832.0,Central Intercollegiate Athletic Association,www.lincoln.edu,www.lulions.com,PA,D-II,2024-25,Lincoln (PA),CIAA,9
Kendra Williams,Jr.,OH,5-9,,,357,Lincoln University (Pennsylvania),832.0,Central Intercollegiate Athletic Association,www.lincoln.edu,www.lulions.com,PA,D-II,2024-25,Lincoln (PA),CIAA,2
Davion Blanchard,Jr.,DS,5-4,,,357,Lincoln University (Pennsylvania),832.0,Central Intercollegiate Athletic Association,www.lincoln.edu,www.lulions.com,PA,D-II,2024-25,Lincoln (PA),CIAA,7
Jaida Lumpkin,Sr.,S,5-4,,,357,Lincoln University (Pennsylvania),832.0,Central Intercollegiate Athletic Association,www.lincoln.edu,www.lulions.com,PA,D-II,2024-25,Lincoln (PA),CIAA,1
Janiece Lumpkin,So.,DS,5-5,,,357,Lincoln University (Pennsylvania),832.0,Central Intercollegiate Athletic Association,www.lincoln.edu,www.lulions.com,PA,D-II,2024-25,Lincoln (PA),CIAA,8
Mariah Webster,Sr.,L,5-5,,,357,Lincoln University (Pennsylvania),832.0,Central Intercollegiate Athletic Association,www.lincoln.edu,www.lulions.com,PA,D-II,2024-25,Lincoln (PA),CIAA,6
Elise Carter,Fr.,,-,,,357,Lincoln University (Pennsylvania),832.0,Central Intercollegiate Athletic Association,www.lincoln.edu,www.lulions.com,PA,D-II,2024-25,Lincoln (PA),CIAA,3
